name,school,conference,position,height,weight,pts,reb,ast,stl,blk,to,min,gp,fg_pct,three_pct,ft_pct,year_label
Donavin Young,Stanford,ACC,PF,6-8,220,2.4,2.4,0.6,0.2,0.7,0.4,14.7,14,0.424,0.3,0.0,So
Ebuka Okorie,Stanford,ACC,PG,6-2,185,22.5,3.3,3.3,1.5,0.3,1.7,34.3,24,0.44,0.326,0.833,Fr
Jeremy Dent-Smith,Stanford,ACC,PG,6-1,200,8.5,1.9,1.8,0.8,0.1,1.3,21.6,26,0.364,0.362,0.828,Sr
Oskar Giltay,Stanford,ACC,PF,6-10,235,3.8,4.9,0.4,0.8,1.3,0.8,15.4,25,0.627,0.0,0.553,Fr
Ryan Agarwal,Stanford,ACC,SG,6-6,205,6.4,4.2,0.8,0.7,0.2,1.3,24.0,25,0.369,0.349,0.7,Jr
Donnie Freeman,Syracuse,ACC,PF,6-9,205,17.6,7.2,1.5,1.0,1.1,2.3,30.9,17,0.488,0.328,0.75,So
Ibrahim Souare,Syracuse,ACC,PF,6-9,225,0.9,1.9,0.2,0.2,0.7,0.3,8.7,23,0.8,0.0,0.417,So
J.J. Starling,Syracuse,ACC,SG,6-4,206,12.1,2.8,2.3,1.0,0.3,1.4,30.0,24,0.447,0.31,0.544,Sr
Kiyan Anthony,Syracuse,ACC,SG,6-5,185,8.8,1.6,1.0,0.4,0.2,1.0,19.3,25,0.418,0.246,0.625,Fr
Naithan George,Syracuse,ACC,SG,6-3,185,10.5,3.0,5.6,1.5,0.3,3.1,31.1,26,0.418,0.314,0.816,Jr
Nate Kingz,Syracuse,ACC,SG,6-5,190,11.7,3.9,1.3,1.0,0.6,0.8,31.1,26,0.48,0.367,0.607,Sr
Sadiq White Jr.,Syracuse,ACC,PF,6-9,195,5.9,3.2,0.5,0.5,0.7,1.0,15.2,26,0.533,0.313,0.514,Fr
Tyler Betsey,Syracuse,ACC,PF,6-8,225,6.8,2.9,0.4,0.4,0.2,0.5,17.8,25,0.409,0.394,0.667,So
William Kyle III,Syracuse,ACC,PF,6-9,230,8.9,7.7,1.0,1.0,2.7,1.2,28.3,26,0.652,0.0,0.5,Sr
Brock Harding,TCU,Big 12,PG,6-0,160,8.4,2.9,5.9,1.6,0.2,2.1,32.0,25,0.395,0.293,0.63,Jr
David Punch,TCU,Big 12,PF,6-7,246,14.3,6.9,1.9,1.3,2.1,1.6,29.9,24,0.522,0.258,0.613,So
Jace Posey,TCU,Big 12,SG,6-5,222,4.9,2.5,0.3,0.5,0.2,0.7,12.5,24,0.438,0.154,0.696,So
Jayden Pierre,TCU,Big 12,PG,6-0,177,10.7,2.3,2.8,1.1,0.4,1.4,30.2,25,0.426,0.389,0.85,Sr
Liutauras Lelevicius,TCU,Big 12,SG,6-7,225,7.8,3.2,0.7,0.5,0.1,0.5,23.4,24,0.477,0.407,0.935,Jr
Micah Robinson,TCU,Big 12,SF,6-6,232,10.0,4.6,1.9,1.1,0.4,1.4,24.9,25,0.386,0.307,0.757,So
Tanner Toolson,TCU,Big 12,SG,6-5,194,7.8,3.0,0.9,0.6,0.3,0.6,20.4,25,0.39,0.284,0.783,Jr
Xavier Edmonds,TCU,Big 12,PF,6-8,245,12.4,6.0,1.0,0.9,0.9,1.8,22.0,25,0.582,0.407,0.698,Jr
Amaree Abram,Tennessee,SEC,SG,6-3,200,3.8,1.6,0.8,0.8,0.0,0.4,12.0,21,0.4,0.368,0.813,Sr
Amari Evans,Tennessee,SEC,SG,6-5,220,3.6,2.8,0.8,1.0,0.2,0.5,11.7,23,0.455,0.259,0.64,Fr
Bishop Boswell,Tennessee,SEC,SG,6-4,204,6.5,5.2,2.9,1.5,0.1,1.6,25.9,22,0.512,0.5,0.667,So
Cade Phillips,Tennessee,SEC,PF,6-9,221,3.8,4.0,0.4,0.2,1.1,0.7,16.9,10,0.654,0.0,0.308,Jr
DeWayne Brown II,Tennessee,SEC,PF,6-8,251,5.2,4.3,1.0,0.3,0.4,0.9,15.8,23,0.593,0.0,0.649,Fr
Ethan Burg,Tennessee,SEC,SG,6-3,199,2.5,0.8,1.2,0.2,0.1,0.9,9.4,19,0.441,0.476,1.0,So
Felix Okpara,Tennessee,SEC,PF,6-11,242,6.4,5.8,0.4,0.4,1.4,1.1,25.9,23,0.538,0.444,0.617,Sr
J.P. Estrella,Tennessee,SEC,PF,6-11,240,9.7,5.2,0.7,0.3,0.3,0.9,17.2,23,0.616,0.375,0.635,So
Ja'Kobi Gillespie,Tennessee,SEC,PG,6-1,188,18.2,2.8,5.4,1.6,0.2,2.3,33.8,25,0.414,0.36,0.804,Sr
Jaylen Carey,Tennessee,SEC,PF,6-8,267,7.9,6.0,1.4,0.4,0.0,1.1,18.2,25,0.497,0.0,0.534,Jr
Nate Ament,Tennessee,SEC,PF,6-10,207,17.7,6.4,2.6,1.0,0.4,2.5,30.3,25,0.421,0.317,0.784,Fr
Troy Henderson,Tennessee,SEC,PG,6-1,186,2.3,0.5,1.4,0.6,0.0,0.3,8.9,20,0.333,0.333,0.0,Fr
Camden Heide,Texas,SEC,PF,6-7,215,6.9,2.9,0.7,0.5,0.2,0.5,22.9,24,0.542,0.506,0.667,Jr
Chendall Weaver,Texas,SEC,SG,6-3,180,6.1,4.3,1.2,0.8,0.1,0.8,21.1,25,0.426,0.231,0.755,Sr
Dailyn Swain,Texas,SEC,SG,6-8,220,17.6,7.3,3.4,1.9,0.3,2.7,31.6,25,0.573,0.329,0.805,Jr
Jordan Pope,Texas,SEC,PG,6-1,180,12.6,1.9,2.0,0.4,0.0,0.7,28.1,25,0.398,0.346,0.847,Sr
Lassina Traore,Texas,SEC,PF,6-10,245,3.4,5.1,0.6,0.5,0.3,1.0,15.6,23,0.449,0.0,0.66,Sr
Matas Vokietaitis,Texas,SEC,C,7-0,255,15.4,6.9,0.5,0.2,0.9,2.2,25.0,25,0.642,0.0,0.702,So
Nic Codie,Texas,SEC,PF,6-8,220,4.5,3.0,0.3,0.1,0.4,0.6,12.8,13,0.512,0.125,0.591,So
Simeon Wilcher,Texas,SEC,SG,6-4,200,7.1,2.2,2.0,0.8,0.3,1.4,20.0,25,0.384,0.359,0.957,Jr
Tramon Mark,Texas,SEC,SG,6-5,210,13.2,3.6,2.1,0.9,0.5,1.2,27.5,25,0.47,0.294,0.739,Sr
Ali Dibba,Texas A&M,SEC,SG,6-5,210,5.5,2.8,0.9,1.0,0.2,0.4,14.1,25,0.471,0.516,0.364,Sr
Federiko Federiko,Texas A&M,SEC,PF,6-11,226,2.3,2.0,0.5,0.5,0.5,0.3,9.4,24,0.645,0.0,0.517,Sr
Jacari Lane,Texas A&M,SEC,PG,6-0,178,7.4,2.0,3.6,0.7,0.0,1.2,21.8,25,0.41,0.316,0.875,Sr
Josh Holloway,Texas A&M,SEC,PG,6-1,178,4.8,1.7,2.0,0.8,0.1,1.7,13.1,25,0.488,0.381,0.786,Jr
Mackenzie Mgbako,Texas A&M,SEC,PF,6-9,225,10.4,4.9,1.3,0.6,0.1,1.7,18.7,7,0.39,0.343,0.882,Jr
Marcus Hill,Texas A&M,SEC,SG,6-3,192,11.2,3.0,1.7,1.1,0.1,1.2,22.4,25,0.521,0.259,0.7,Sr
Pop Isaacs,Texas A&M,SEC,PG,6-2,182,10.1,2.3,2.5,0.6,0.1,1.6,21.3,24,0.416,0.397,0.755,Jr
Rashaun Agee,Texas A&M,SEC,PF,6-7,231,13.7,8.9,2.4,1.0,0.9,1.1,25.4,25,0.481,0.203,0.759,Sr
Rubén Dominguez,Texas A&M,SEC,SG,6-6,213,11.3,2.3,1.5,0.5,0.2,0.3,24.5,25,0.418,0.406,0.88,So
Rylan Griffen,Texas A&M,SEC,SG,6-5,181,11.3,2.7,2.7,1.5,0.3,1.6,24.6,23,0.468,0.42,0.833,Sr
Zach Clemence,Texas A&M,SEC,PF,6-11,232,6.0,2.8,0.8,0.5,0.3,0.8,13.8,25,0.495,0.491,0.818,Sr
Christian Anderson,Texas Tech,Big 12,SG,6-3,178,19.1,3.4,7.7,1.4,0.3,3.2,38.8,24,0.476,0.435,0.771,So
Donovan Atwell,Texas Tech,Big 12,SG,6-5,200,12.5,3.3,0.7,1.2,0.2,0.4,34.0,25,0.445,0.446,0.871,Sr
JT Toppin,Texas Tech,Big 12,PF,6-9,230,21.9,11.0,2.0,1.3,1.6,2.4,35.0,24,0.553,0.286,0.563,Jr
Jaylen Petty,Texas Tech,Big 12,PG,6-1,168,9.1,3.7,2.3,0.7,0.0,0.8,29.0,24,0.396,0.362,0.879,Fr
LeJuan Watts,Texas Tech,Big 12,SF,6-6,225,12.2,6.2,2.6,0.8,0.3,2.4,28.5,24,0.424,0.328,0.778,Jr
Leon Horner,Texas Tech,Big 12,SG,6-4,215,2.8,2.4,0.2,0.3,0.2,0.4,9.6,17,0.5,0.444,0.833,So
Luke Bamgboye,Texas Tech,Big 12,PF,6-11,220,4.3,2.9,0.5,0.5,1.8,0.4,13.7,12,0.467,0.0,0.719,So
Tyeree Bryan,Texas Tech,Big 12,SG,6-5,215,4.1,2.8,0.6,0.4,0.3,0.4,18.7,24,0.354,0.297,0.647,Sr
Carmelo Pacheco,UCF,Big 12,SG,6-5,190,5.0,1.4,0.4,0.2,0.0,0.2,16.2,23,0.407,0.4,1.0,Jr
Chris Johnson,UCF,Big 12,SG,6-5,196,6.6,1.3,1.7,0.6,0.0,0.7,14.5,23,0.446,0.377,0.741,Jr
Devan Cambridge,UCF,Big 12,SF,6-6,210,5.8,3.8,1.0,0.5,0.7,0.7,18.4,24,0.479,0.295,0.739,Sr
Jamichael Stillwell,UCF,Big 12,PF,6-8,225,12.3,8.0,2.0,1.2,0.2,1.8,27.9,22,0.52,0.323,0.722,Sr
Jeremy Foumena,UCF,Big 12,C,6-11,250,4.0,2.6,0.2,0.1,0.2,0.5,10.2,20,0.54,0.0,0.5,Jr
John Bol,UCF,Big 12,C,7-2,210,5.7,5.2,0.3,0.3,0.8,1.0,17.5,24,0.75,0.0,0.63,So
Jordan Burks,UCF,Big 12,PF,6-9,205,12.5,4.3,0.6,1.0,0.5,0.9,26.7,24,0.456,0.383,0.849,Jr
Riley Kugel,UCF,Big 12,SG,6-5,210,14.3,3.3,2.7,0.9,0.3,1.8,29.0,24,0.409,0.385,0.771,Sr
Themus Fulks,UCF,Big 12,PG,6-2,185,13.5,3.1,6.8,0.7,0.0,3.0,31.8,24,0.478,0.444,0.779,Sr
Brandon Williams,UCLA,Big Ten,SG,6-7,230,2.5,1.8,0.5,0.3,0.2,0.3,12.4,24,0.373,0.227,0.588,So
Donovan Dent,UCLA,Big Ten,PG,6-2,185,13.5,2.5,7.0,1.6,0.4,2.2,34.6,24,0.413,0.186,0.625,Sr
Eric Dailey Jr.,UCLA,Big Ten,SG,6-8,230,11.0,5.6,1.3,0.7,0.2,1.4,27.6,24,0.465,0.262,0.742,Jr
Eric Freeny,UCLA,Big Ten,SG,6-4,215,1.3,1.0,0.3,0.1,0.2,0.2,9.5,17,0.296,0.308,1.0,Fr
Jamar Brown,UCLA,Big Ten,SG,6-5,200,5.0,3.4,0.6,0.7,0.1,0.4,18.7,25,0.463,0.367,1.0,Sr
Skyy Clark,UCLA,Big Ten,SG,6-3,210,13.1,2.6,2.2,1.3,0.1,1.1,28.4,15,0.475,0.493,0.9,Sr
Steven Jamerson II,UCLA,Big Ten,PF,6-10,230,2.2,2.4,0.6,0.8,0.5,0.8,11.4,25,0.714,0.0,0.609,Sr
Trent Perry,UCLA,Big Ten,SG,6-4,190,12.7,2.9,2.5,1.0,0.0,1.3,28.1,24,0.462,0.447,0.849,So
Tyler Bilodeau,UCLA,Big Ten,PF,6-9,235,17.9,5.6,1.0,0.5,0.4,1.3,30.7,23,0.514,0.452,0.853,Sr
Xavier Booker,UCLA,Big Ten,PF,6-11,245,7.2,3.7,1.0,0.2,1.2,0.8,20.3,25,0.553,0.415,0.667,Jr
Alex Karaban,UConn,Big East,PF,6-8,230,13.4,5.4,2.2,0.9,0.8,0.8,33.6,26,0.483,0.422,0.831,Sr
Braylon Mullins,UConn,Big East,SG,6-6,196,11.8,3.4,1.3,1.1,0.6,1.2,26.6,19,0.459,0.371,0.833,Fr
Eric Reibe,UConn,Big East,C,7-1,260,7.1,4.0,0.5,0.3,1.0,0.6,15.9,26,0.653,0.308,0.486,Fr
Jayden Ross,UConn,Big East,PF,6-7,205,4.3,2.1,0.6,0.6,0.4,0.6,15.4,24,0.514,0.395,0.706,Jr
Jaylin Stewart,UConn,Big East,PF,6-7,225,4.6,2.8,1.2,0.5,0.3,0.8,18.2,26,0.45,0.333,0.6,Jr
Malachi Smith,UConn,Big East,PG,6-1,180,3.8,1.5,3.0,0.6,0.2,1.0,15.9,26,0.348,0.471,0.514,Sr
Silas Demary Jr.,UConn,Big East,SG,6-4,195,11.3,4.6,6.4,1.7,0.3,2.3,28.4,26,0.49,0.458,0.794,Jr
Solo Ball,UConn,Big East,SG,6-4,200,14.7,3.6,1.6,0.6,0.3,1.4,30.1,25,0.415,0.309,0.849,Jr
Tarris Reed Jr.,UConn,Big East,C,6-11,265,13.6,7.5,2.2,1.0,2.0,1.9,25.7,21,0.636,0.0,0.559,Sr
CJ Luster II,UNC,ACC,SG,6-3,165,16.8,2.7,1.2,1.0,0.1,1.5,29.9,32,0.429,0.421,0.865,Sr
Christian May,UNC,ACC,SG,6-5,210,10.3,5.3,1.5,0.7,0.4,1.6,29.6,25,0.413,0.361,0.605,Sr
Gavin Walsh,UNC,ACC,PF,6-8,225,9.5,6.5,1.0,1.1,0.1,0.9,25.9,15,0.431,0.326,0.458,Jr
Greedy Williams,UNC,ACC,SG,6-5,190,9.5,2.8,4.1,0.7,0.1,1.7,30.3,26,0.45,0.333,0.782,Sr
Jahnathan Lamothe,UNC,ACC,SG,6-4,192,3.8,1.4,0.5,0.4,0.0,0.3,13.5,11,0.333,0.414,0.333,Jr
Madison Durr,UNC,ACC,SG,6-5,195,10.3,2.6,2.2,0.6,0.0,1.3,21.9,26,0.388,0.327,0.745,Sr
Makoi Mabor Makoi,UNC,ACC,PF,6-11,240,1.5,2.4,0.2,0.0,0.0,0.7,8.5,25,0.552,0.0,0.75,So
Noah Ross,UNC,ACC,SG,6-7,210,9.5,4.9,2.0,0.8,0.3,0.8,29.2,26,0.455,0.262,0.6,Sr
Nolan Hodge,UNC,ACC,SG,6-7,190,15.2,4.8,1.5,0.7,0.5,0.9,32.3,26,0.413,0.4,0.792,Sr
Patrick Wessler,UNC,ACC,PF,7-1,250,13.5,9.2,1.1,0.7,1.1,1.4,26.2,26,0.604,0.0,0.612,Jr
Alijah Arenas,USC,Big Ten,SG,6-6,199,15.4,3.0,1.4,1.0,0.6,1.9,28.7,7,0.347,0.25,0.69,Fr
Amarion Dickerson,USC,Big Ten,SG,6-7,197,4.6,3.4,1.1,0.8,0.9,1.0,21.6,8,0.5,0.444,0.611,Sr
Chad Baker-Mazara,USC,Big Ten,SG,6-7,172,18.3,4.2,3.0,0.7,1.3,2.4,30.2,23,0.437,0.367,0.905,Sr
Ezra Ausar,USC,Big Ten,PF,6-9,253,15.7,6.0,1.8,1.0,0.4,2.2,29.2,25,0.606,0.0,0.684,Sr
Gabe Dynes,USC,Big Ten,C,7-5,214,3.5,2.7,0.5,0.2,1.2,0.9,13.2,24,0.813,0.0,0.353,Jr
Jacob Cofie,USC,Big Ten,PF,6-10,231,9.9,7.2,2.0,1.0,1.6,1.7,30.4,25,0.552,0.304,0.561,So
Jaden Brownell,USC,Big Ten,PF,6-10,235,5.8,2.1,0.5,0.3,0.3,0.7,11.8,23,0.423,0.319,0.895,Sr
Jerry Easter II,USC,Big Ten,SG,6-5,193,4.6,3.1,1.2,0.5,0.3,0.8,18.0,24,0.426,0.167,0.744,Fr
Jordan Marsh,USC,Big Ten,PG,5-11,146,7.4,1.9,2.0,0.8,0.0,1.2,18.2,22,0.426,0.404,0.759,Jr
Kam Woods,USC,Big Ten,PG,6-2,185,8.5,4.5,3.2,1.8,0.1,1.8,30.8,13,0.404,0.172,0.634,Sr
Rodney Rice,USC,Big Ten,SG,6-5,199,20.3,3.3,6.0,1.2,0.2,1.8,33.8,6,0.411,0.385,0.744,Jr
Ryan Cornish,USC,Big Ten,SG,6-5,173,2.3,0.7,0.7,0.2,0.2,0.3,10.2,19,0.353,0.292,1.0,Sr
Terrance Williams II,USC,Big Ten,PF,6-7,235,2.2,1.8,0.5,0.3,0.0,0.2,12.7,24,0.302,0.211,0.629,Sr
Babacar Faye,Utah,Big 12,PF,6-9,230,15.2,7.8,0.7,1.1,0.7,1.1,27.7,10,0.537,0.385,0.804,Sr
Don McHenry,Utah,Big 12,PG,6-2,170,17.4,3.2,1.7,0.8,0.0,1.2,30.8,25,0.434,0.389,0.798,Sr
Jacob Patrick,Utah,Big 12,SG,6-6,195,7.2,1.4,0.5,0.3,0.6,0.3,20.3,10,0.472,0.465,0.5,Jr
James Okonkwo,Utah,Big 12,PF,6-8,245,2.5,5.7,0.7,0.6,0.8,0.9,21.6,22,0.55,0.0,0.545,Sr
Josh Hayes,Utah,Big 12,PF,6-9,210,3.0,1.9,0.2,0.1,1.0,0.4,12.6,25,0.652,0.0,0.696,Jr
Keanu Dawes,Utah,Big 12,PF,6-9,225,12.8,9.3,2.2,0.5,0.4,1.7,31.0,25,0.564,0.293,0.714,Jr
Kendyl Sanders,Utah,Big 12,PF,6-8,230,5.3,3.2,0.6,0.5,0.5,0.7,20.6,25,0.44,0.413,0.345,Fr
Obomate Abbey,Utah,Big 12,PG,6-0,195,2.6,1.5,2.5,0.5,0.0,1.1,16.3,24,0.276,0.219,0.824,Fr
Seydou Traore,Utah,Big 12,SF,6-6,220,9.3,3.5,1.9,1.2,0.4,1.9,28.2,24,0.398,0.324,0.732,Jr
Terrence Brown,Utah,Big 12,SG,6-3,175,20.4,2.2,3.8,1.6,0.1,2.4,32.0,25,0.443,0.33,0.781,Jr
AK Okereke,Vanderbilt,SEC,PF,6-7,244,9.4,3.5,1.8,0.6,0.5,1.2,25.5,25,0.51,0.367,0.822,Sr
Chandler Bing,Vanderbilt,SEC,SG,6-5,211,3.0,1.5,0.4,0.2,0.2,0.5,11.6,25,0.442,0.318,0.575,Fr
Devin McGlockton,Vanderbilt,SEC,PF,6-7,230,10.2,6.9,1.4,0.4,0.8,0.8,24.6,25,0.561,0.286,0.8,Sr
Duke Miles,Vanderbilt,SEC,PG,6-2,180,16.6,3.0,4.3,2.8,0.3,1.8,29.1,18,0.451,0.341,0.887,Sr
Frankie Collins,Vanderbilt,SEC,PG,6-1,205,7.8,4.2,4.7,2.4,0.1,2.2,20.9,9,0.382,0.25,0.667,Sr
George Kimble III,Vanderbilt,SEC,PG,6-2,184,18.0,3.7,3.2,2.6,0.4,2.6,29.7,25,0.38,0.348,0.851,Jr
Jalen Washington,Vanderbilt,SEC,C,6-10,240,9.0,5.6,1.0,0.7,1.2,0.9,20.3,25,0.587,0.296,0.731,Sr
Mike James,Vanderbilt,SEC,SG,6-5,198,1.6,2.1,0.8,0.1,0.1,0.3,11.2,19,0.303,0.348,0.6,Jr
Tyler Harris,Vanderbilt,SEC,PF,6-7,202,6.5,2.6,0.4,0.2,0.8,0.5,14.6,25,0.416,0.282,0.533,Jr
Tyler Nickel,Vanderbilt,SEC,PF,6-7,220,14.8,3.0,1.3,0.8,0.7,0.6,30.1,25,0.494,0.442,0.825,Sr
Tyler Tanner,Vanderbilt,SEC,PG,6-0,173,18.3,3.5,5.4,2.5,0.5,1.9,31.9,25,0.472,0.372,0.856,So
Acaden Lewis,Villanova,Big East,PG,6-2,180,12.4,3.2,5.3,2.0,0.1,2.1,30.3,25,0.47,0.282,0.6,Fr
Bryce Lindsay,Villanova,Big East,SG,6-3,194,12.2,2.2,2.2,0.6,0.0,1.3,28.8,25,0.383,0.351,0.746,So
Chris Jeffrey,Villanova,Big East,SG,6-3,200,3.4,1.3,0.8,0.5,0.0,0.1,8.4,14,0.471,0.417,0.714,Fr
Devin Askew,Villanova,Big East,SG,6-5,195,9.9,2.3,2.0,1.1,0.1,1.0,22.7,25,0.413,0.423,0.895,Sr
Duke Brennan,Villanova,Big East,PF,6-10,250,12.4,10.6,1.7,0.8,0.5,2.0,30.4,24,0.656,0.0,0.619,Sr
Malachi Palmer,Villanova,Big East,SG,6-6,212,4.3,1.5,0.5,0.6,0.1,0.5,16.1,25,0.493,0.396,0.8,So
Matt Hodge,Villanova,Big East,PF,6-8,220,9.4,3.7,0.8,0.4,0.6,0.8,27.8,25,0.453,0.368,0.643,Fr
Tafara Gapare,Villanova,Big East,PF,6-9,215,2.9,2.9,0.4,0.6,0.8,0.7,16.3,9,0.259,0.214,0.818,Sr
Tyler Perkins,Villanova,Big East,SG,6-4,212,13.6,5.7,1.7,1.1,0.3,0.8,28.8,25,0.445,0.369,0.757,Jr
Chance Mallory,Virginia,ACC,PG,5-10,186,10.2,3.8,3.5,1.8,0.1,1.2,25.0,25,0.458,0.363,0.758,Fr
Dallin Hall,Virginia,ACC,SG,6-4,197,5.8,3.6,4.0,0.9,0.1,1.3,28.2,25,0.4,0.301,0.788,Sr
Devin Tillis,Virginia,ACC,PF,6-7,240,5.1,3.2,1.5,0.2,0.0,0.8,17.7,21,0.42,0.375,0.789,Sr
Jacari White,Virginia,ACC,SG,6-3,180,8.4,2.2,1.4,0.6,0.0,1.2,16.7,20,0.455,0.452,0.778,Sr
Johann Grunloh,Virginia,ACC,C,7-0,238,7.6,5.7,0.8,0.5,2.0,0.7,21.8,25,0.507,0.319,0.517,Fr
Malik Thomas,Virginia,ACC,SG,6-5,215,12.2,4.1,1.7,0.5,0.2,1.6,23.2,25,0.402,0.331,0.712,Sr
Sam Lewis,Virginia,ACC,SG,6-7,210,10.7,3.6,1.6,0.8,0.2,1.2,25.4,25,0.455,0.396,0.729,Jr
Thijs De Ridder,Virginia,ACC,PF,6-9,238,15.7,6.6,1.6,0.8,0.4,1.9,27.7,25,0.515,0.324,0.695,Fr
Ugonna Onyenso,Virginia,ACC,C,7-0,245,6.5,5.0,0.5,0.6,2.6,0.4,18.2,25,0.556,0.269,0.703,Sr
Amani Hansberry,Virginia Tech,ACC,PF,6-8,240,14.7,8.0,2.6,1.6,0.7,2.2,31.4,25,0.48,0.333,0.735,Jr
Antonio Dorn,Virginia Tech,ACC,C,7-0,230,2.6,1.7,0.4,0.1,0.2,0.5,9.1,18,0.618,0.0,0.455,Fr
Ben Hammond,Virginia Tech,ACC,PG,5-11,170,12.7,2.2,3.1,1.8,0.1,1.3,30.3,26,0.436,0.425,0.86,So
Christian Gurdak,Virginia Tech,ACC,C,6-10,260,5.6,4.6,0.2,0.4,0.4,0.6,17.0,25,0.607,0.0,0.731,Fr
Izaiah Pasha,Virginia Tech,ACC,SG,6-5,205,2.1,0.8,0.8,0.4,0.3,0.6,8.6,16,0.361,0.167,0.583,So
Jaden Schutt,Virginia Tech,ACC,SG,6-5,200,8.3,1.7,0.8,0.5,0.0,0.5,25.5,26,0.407,0.41,0.826,Jr
Jailen Bedford,Virginia Tech,ACC,SG,6-4,190,11.4,3.1,1.0,0.5,0.1,1.1,25.4,25,0.414,0.362,0.686,Sr
Neoklis Avdalas,Virginia Tech,ACC,SG,6-9,215,12.3,3.0,4.6,0.6,0.6,2.4,31.8,25,0.386,0.296,0.678,Fr
Tobi Lawal,Virginia Tech,ACC,PF,6-8,215,11.8,8.9,0.5,0.4,1.4,1.8,28.4,17,0.521,0.212,0.742,Sr
Tyler Johnson,Virginia Tech,ACC,SG,6-5,210,9.5,5.3,1.9,1.5,0.7,0.9,30.8,13,0.53,0.417,0.69,So
Cooper Schwieger,Wake Forest,ACC,PF,6-10,235,5.1,2.5,0.9,0.5,0.7,0.7,20.8,24,0.528,0.375,0.731,Jr
Isaac Carr,Wake Forest,ACC,SG,6-4,187,1.9,0.9,1.1,0.2,0.0,0.5,9.6,18,0.5,0.3,0.636,Fr
Juke Harris,Wake Forest,ACC,SG,6-7,200,21.3,6.7,1.6,1.4,0.3,1.9,33.7,25,0.457,0.355,0.78,So
Marqus Marion,Wake Forest,ACC,PF,6-9,220,1.6,2.4,0.8,0.4,0.4,0.2,12.3,17,0.435,0.111,0.545,So
Mekhi Mason,Wake Forest,ACC,SG,6-5,202,7.3,2.8,1.3,1.0,0.3,1.2,20.1,24,0.36,0.327,0.571,Sr
Myles Colvin,Wake Forest,ACC,SG,6-5,212,12.0,4.4,1.2,1.4,0.4,1.9,27.5,25,0.418,0.347,0.866,Jr
Nate Calmese,Wake Forest,ACC,PG,6-2,181,10.4,2.0,4.9,1.4,0.1,2.0,25.8,21,0.456,0.388,0.731,Sr
Omaha Biliew,Wake Forest,ACC,PF,6-8,230,6.1,2.1,0.4,0.6,0.2,0.7,19.0,25,0.434,0.357,0.725,Jr
Sebastian Akins,Wake Forest,ACC,PG,6-2,175,5.1,1.4,1.8,0.9,0.0,1.1,13.6,25,0.405,0.132,0.821,So
Tre'Von Spillers,Wake Forest,ACC,PF,6-7,215,11.0,5.5,1.8,1.0,1.3,1.0,28.4,25,0.547,0.35,0.814,Sr
Bryson Tucker,Washington,Big Ten,PF,6-7,207,6.2,4.3,0.5,0.4,0.2,0.5,23.3,19,0.439,0.273,0.545,So
Desmond Claude,Washington,Big Ten,SG,6-6,201,13.3,2.4,1.9,0.4,0.1,1.8,27.6,12,0.426,0.3,0.872,Sr
Franck Kepnang,Washington,Big Ten,C,6-11,253,6.1,6.3,0.2,0.6,2.1,1.0,22.7,26,0.516,0.0,0.674,Sr
Hannes Steinbach,Washington,Big Ten,PF,6-11,200,18.0,11.3,1.6,1.1,1.1,2.0,34.0,23,0.55,0.359,0.756,Fr
JJ Mandaquit,Washington,Big Ten,PG,6-1,200,5.2,2.1,3.2,0.5,0.1,1.2,19.7,22,0.436,0.282,0.7,Fr
Jacob Ognacevic,Washington,Big Ten,PF,6-8,220,3.7,1.2,0.3,0.3,0.0,0.5,13.6,10,0.5,0.471,0.6,Sr
Jasir Rencher,Washington,Big Ten,SF,6-5,200,3.0,1.8,0.1,0.0,0.3,0.1,8.1,8,0.5,0.2,0.846,Fr
Lathan Sommerville,Washington,Big Ten,C,6-10,275,4.1,2.9,0.2,0.1,0.3,0.6,13.7,15,0.417,0.25,0.677,So
Mady Traore,Washington,Big Ten,PF,6-11,195,1.3,1.2,0.2,0.1,0.2,0.2,8.7,12,0.381,0.0,0.0,Jr
Quimari Peterson,Washington,Big Ten,PG,6-1,190,8.8,2.8,2.2,1.3,0.2,1.0,29.7,26,0.382,0.331,0.76,Sr
Wesley Yates III,Washington,Big Ten,SG,6-4,219,13.2,2.9,1.2,1.6,0.4,1.6,30.3,20,0.407,0.357,0.778,So
Zoom Diallo,Washington,Big Ten,SG,6-4,180,14.7,3.5,4.4,0.7,0.0,2.7,28.1,26,0.488,0.327,0.844,So
Amir Jenkins,West Virginia,Big 12,PG,6-2,170,4.1,2.3,2.2,0.6,0.0,0.7,17.0,25,0.372,0.381,0.543,Fr
Brenen Lorient,West Virginia,Big 12,PF,6-9,215,11.3,5.1,2.0,0.7,1.3,1.8,27.8,24,0.529,0.333,0.735,Sr
Chance Moore,West Virginia,Big 12,SG,6-6,210,9.7,4.9,0.7,0.6,0.4,1.3,20.4,19,0.475,0.261,0.6,Sr
DJ Thomas,West Virginia,Big 12,PF,6-7,210,6.3,2.2,0.6,0.3,0.0,0.9,16.6,25,0.504,0.28,0.69,Fr
Harlan Obioha,West Virginia,Big 12,C,7-0,280,5.7,5.2,0.9,0.3,0.6,1.0,20.7,25,0.558,1.0,0.575,Sr
Honor Huff,West Virginia,Big 12,PG,5-10,168,15.6,2.2,1.6,1.0,0.0,1.6,34.6,25,0.365,0.359,0.835,Sr
